AMOUNT,CHITS_GROUP_ID,CUSTOMER_ID,STR,PAYMENT_DATE_TIME,PAYMENT_DATE,TXN_DATE_TIME,TXN_DATE,USER_GOAL_ID,UTR_NO,VENDOR_TXN_ID,PAYMENT_MODE
250,768662,938146,C58155351667477141662,2022-11-04,2022-11-04,2022-11-03,2022-11-03,938160,29931045391,938160T1667477417880,UPI
1000,2381393,2396319,C61224151667477409100,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2396332,29931045391,2396332T1667477557768,UPI
1000,1853806,1829723,C60775841667477491804,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1879465,29931045391,1879465T1667477585004,UPI
2000,1892996,1906422,C60865641667477714175,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1906442,29931045391,1906442T1667477812685,UPI
4000,1918477,1931932,C60894391667477740726,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1931968,29931045391,1931968T1667477833229,UPI
1000,1735955,1747952,C60677341667478186475,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1759927,29931045391,1759927T1667478306834,UPI
1000,2381393,1968085,C60926941667478837954,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2396403,29931045391,2396403T1667479026517,UPI
2000,2394731,2395879,C60107261667479743938,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2396463,29931045391,2396463T1667479845462,UPI
4000,1918477,1977420,C60938881667480247533,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1977440,29931045391,1977440T1667480345351,UPI
500,647767,705267,C24553901667480796366,2022-11-04,2022-11-04,2022-11-03,2022-11-03,705314,29931045391,705314T1667481006170,UPI
250,728123,730784,C3513771667481519057,2022-11-04,2022-11-04,2022-11-03,2022-11-03,730787,29931045391,730787T1667481633805,UPI
250,696735,697092,C880111667483196522,2022-11-04,2022-11-04,2022-11-03,2022-11-03,697096,29931045391,697096T1667483293201,UPI
500,707869,716688,C306361667483227111,2022-11-04,2022-11-04,2022-11-03,2022-11-03,717018,29931045391,717018T1667483323700,UPI
250,935147,1023862,C36205431667483294070,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1023865,29931045391,1023865T1667483402119,UPI
4000,1551546,1704668,C60636441667483302150,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1705792,29931045391,1705792T1667483455162,UPI
250,768662,824877,C58129061667483307926,2022-11-04,2022-11-04,2022-11-03,2022-11-03,825025,29931045391,825025T1667483406524,UPI
4000,1736358,1855437,C60797681667483319416,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1861789,29931045391,1861789T1667483476085,UPI
4000,1918477,1998115,C60956421667483386722,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2008684,29931045391,2008684T1667483501426,UPI
1000,2104010,2119609,C61066931667483391069,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2119612,29931045391,2119612T1667483494222,UPI
1000,1962449,1938031,C60898991667483393319,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2016619,29931045391,2016619T1667483495693,UPI
4000,1918477,1998115,C60956421667483471100,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2030491,29931045391,2030491T1667483583652,UPI
1000,2015860,2064853,C61015431667483486146,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2066777,29931045391,2066777T1667483590390,UPI
4000,1918477,1974975,C60934371667483492456,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1975090,29931045391,1975090T1667483717544,UPI
2000,1426714,1486759,C60201981667483571337,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1486761,29931045391,1486761T1667483659586,UPI
2000,1892996,1924617,C60885901667483596720,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1924852,29931045391,1924852T1667483748353,UPI
2000,2394731,2396472,C61224171667483646577,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2396603,29931045391,2396603T1667483755381,UPI
2000,1967040,2031430,C60989641667483712491,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2047753,29931045391,2047753T1667483811749,UPI
2000,1892996,1924617,C60885901667483737713,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1924852,29931045391,1924852T1667483828152,UPI
2000,2394731,2330510,C61175391667483775914,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2396617,29931045391,2396617T1667483896607,UPI
4000,1918477,2060490,C61012811667483798799,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2060526,29931045391,2060526T1667483886345,UPI
500,724477,702681,C30381511667483870882,2022-11-04,2022-11-04,2022-11-03,2022-11-03,967998,29931045391,967998T1667483987553,UPI
1750,723277,724082,C20381811667483978726,2022-11-04,2022-11-04,2022-11-03,2022-11-03,724095,29931045391,724095T1667484123186,UPI
250,713642,715206,C24844061667484011205,2022-11-04,2022-11-04,2022-11-03,2022-11-03,715256,29931045391,715256T1667484130290,UPI
1000,2381393,1803255,C60738331667484102937,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2396637,29931045391,2396637T1667484215496,UPI
1000,2015860,2064536,C61014621667484114497,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2065808,29931045391,2065808T1667484219966,UPI
1000,1776395,1791086,C60071611667484133388,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1791872,29931045391,1791872T1667484249588,UPI
2000,1967040,1977222,C60938431667484164787,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1977224,29931045391,1977224T1667484266638,UPI
1000,1962449,1997470,C60955081667484256545,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1998123,29931045391,1998123T1667484364007,UPI
250,707805,708475,C2880891667484335255,2022-11-04,2022-11-04,2022-11-03,2022-11-03,708522,29931045391,708522T1667484458507,UPI
2000,1551754,1691301,C60611061667484398107,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1711534,29931045391,1711534T1667484504532,UPI
250,768662,956409,C58239631667484591567,2022-11-04,2022-11-04,2022-11-03,2022-11-03,956412,29931045391,956412T1667484754037,UPI
1000,1691764,1711074,C60645251667484682064,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1711090,29931045391,1711090T1667484805253,UPI
1000,2015860,2048246,C61005871667485185867,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2050287,29931045391,2050287T1667485288872,UPI
500,707869,718371,C961871667485571583,2022-11-04,2022-11-04,2022-11-03,2022-11-03,718395,29931045391,718395T1667485660734,UPI
250,728123,733555,C46875191667485631712,2022-11-04,2022-11-04,2022-11-03,2022-11-03,733566,29931045391,733566T1667485738589,UPI
1000,1776395,1809210,C60747321667485849972,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1809261,29931045391,1809261T1667485983265,UPI
250,935147,957475,C30671031667485927456,2022-11-04,2022-11-04,2022-11-03,2022-11-03,967920,29931045391,967920T1667486096173,UPI
1000,2381393,2396676,C61224651667486542359,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2396739,29931045391,2396739T1667486659137,UPI
1000,1820262,1894615,C733841667487062595,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1894624,29931045391,1894624T1667487159499,UPI
250,723277,724550,C698661667487615894,2022-11-04,2022-11-04,2022-11-03,2022-11-03,724563,29931045391,724563T1667487734667,UPI
2000,1892996,1906017,C60864451667487720466,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1906030,29931045391,1906030T1667487814212,UPI
2000,961873,963446,C58622321667488272442,2022-11-04,2022-11-04,2022-11-03,2022-11-03,963453,29931045391,963453T1667488408299,UPI
1000,1565622,1609111,C60449141667488993223,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1609121,29931045391,1609121T1667489089965,UPI
250,709717,709877,C1559891667489342161,2022-11-04,2022-11-04,2022-11-03,2022-11-03,709895,29931045391,709895T1667489455963,UPI
500,583087,643342,C9321667490250264,2022-11-04,2022-11-04,2022-11-03,2022-11-03,643350,29931045391,643350T1667490364936,UPI
500,583087,643342,C9321667490323147,2022-11-04,2022-11-04,2022-11-03,2022-11-03,643356,29931045391,643356T1667490408746,UPI
1500,647769,643342,C9321667490380970,2022-11-04,2022-11-04,2022-11-03,2022-11-03,781072,29931045391,781072T1667490471269,UPI
1000,2381393,2111161,C61057181667490383031,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2396925,29931045391,2396925T1667490528190,UPI
2000,1892996,1901356,C60858111667490940336,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1901373,29931045391,1901373T1667491049702,UPI
1000,2104010,2085376,C61035021667491261033,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2111243,29931045391,2111243T1667491354561,UPI
1000,1498133,1523561,C60282731667491701379,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1523571,29931045391,1523571T1667491785152,UPI
1000,1776395,1816057,C60758311667491939507,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1816096,29931045391,1816096T1667492029706,UPI
4000,2236854,2293331,C61147531667493090377,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2397030,29931045391,2397030T1667493195821,UPI
1000,1886397,1894540,C60849431667493126124,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1911680,29931045391,1911680T1667493215732,UPI
2000,2394731,2368409,C61200571667494052263,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2397051,29931045391,2397051T1667494162870,UPI
1000,1640456,1679256,C872801667494467671,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1679739,29931045391,1679739T1667494564417,UPI
2000,1259443,1369769,C59894851667494984167,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1369776,29931045391,1369776T1667495141655,UPI
4000,1374195,1456772,C60116421667495532151,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1460932,29931045391,1460932T1667495617899,UPI
2000,1736176,1771338,C1233181667495550487,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1771449,29931045391,1771449T1667495671595,UPI
2000,2394731,2388676,C61210931667495568527,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2397118,29931045391,2397118T1667495675817,UPI
2000,1967040,1976633,C60937401667497127402,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1976994,29931045391,1976994T1667497247265,UPI
2000,1551754,1675221,C60583961667497338123,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1675236,29931045391,1675236T1667497452168,UPI
2000,1967040,2064611,C61014881667497435650,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2064619,29931045391,2064619T1667497539328,UPI
250,713642,715375,C1698131667498598537,2022-11-04,2022-11-04,2022-11-03,2022-11-03,715425,29931045391,715425T1667498714320,UPI
2000,2394731,2389957,C61219071667500137099,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2397257,29931045391,2397257T1667500231232,UPI
2000,2394731,1855637,C60797951667502906456,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2397297,29970036501,2397297T1667503030066,UPI
1000,1917974,1920758,C60883821667511182915,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1920853,29970036501,1920853T1667511270445,UPI
500,707869,725849,C2937271667516599350,2022-11-07,2022-11-07,2022-11-04,2022-11-04,725852,29970036501,725852T1667516701056,UPI
1000,2381393,2373729,C61205991667518737666,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2400508,29970036501,2400508T1667518909952,UPI
1000,2381393,2400522,C61226141667520104272,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2400524,29970036501,2400524T1667520243175,UPI
4000,1918477,1962803,C60922571667525037570,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1962818,29970036501,1962818T1667525143498,UPI
500,724477,755139,C49792191667526468298,2022-11-07,2022-11-07,2022-11-04,2022-11-04,755142,29970036501,755142T1667526584160,UPI
250,935147,1002115,C37360491667527066648,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1003077,29970036501,1003077T1667527232400,UPI
2000,1736176,1847372,C60789421667528039735,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1847387,29970036501,1847387T1667528130629,UPI
500,647767,695939,C837601667528371154,2022-11-07,2022-11-07,2022-11-04,2022-11-04,695943,29970036501,695943T1667528487823,UPI
500,647767,673996,C1121421667530013092,2022-11-07,2022-11-07,2022-11-04,2022-11-04,674003,29970036501,674003T1667530102514,UPI
1000,1962449,1982120,C60941671667531252885,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1992181,29970036501,1992181T1667531409906,UPI
2132,1426940,1425814,C60018411667531281608,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1452645,29970036501,1452645T1667531371342,UPI
2000,2394731,2237468,C61095321667532475317,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2400765,29970036501,2400765T1667532574276,UPI
1000,2381393,2400753,C61226741667532584283,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2400771,29970036501,2400771T1667532674575,UPI
500,647767,686116,C829821667533375152,2022-11-07,2022-11-07,2022-11-04,2022-11-04,698344,29970036501,698344T1667533541226,UPI
2000,1892996,1819403,C60752561667533415898,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1939190,29970036501,1939190T1667533545669,UPI
250,721985,722195,C37376001667534473574,2022-11-07,2022-11-07,2022-11-04,2022-11-04,722349,29970036501,722349T1667534565126,UPI
250,768662,940628,C58484271667534538187,2022-11-07,2022-11-07,2022-11-04,2022-11-04,940636,29970036501,940636T1667534645303,UPI
2000,1736176,1664815,C1916011667535892652,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1797953,29970036501,1797953T1667536056746,UPI
1000,2381393,2364651,C61198341667536389773,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2400892,29970036501,2400892T1667536552633,UPI
2000,961873,1009731,C59109981667536644653,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1009735,29970036501,1009735T1667536902293,UPI
250,713642,714815,C25251171667536716580,2022-11-07,2022-11-07,2022-11-04,2022-11-04,714834,29970036501,714834T1667536859721,UPI
2000,2394731,2284543,C61135951667537265946,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2400946,29970036501,2400946T1667537384490,UPI
1000,2381393,2319551,C61173331667537603091,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2400960,29970036501,2400960T1667537738553,UPI
1000,2070676,2004027,C60963881667537626289,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2079984,29970036501,2079984T1667537712833,UPI
2000,1426714,1514133,C60255451667538773651,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1515879,29970036501,1515879T1667538879451,UPI
1000,2381393,2368749,C61198651667538967004,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2401044,29970036501,2401044T1667539065875,UPI
1000,2381393,2394619,C1637901667539056987,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2401049,29970036501,2401049T1667539217507,UPI
500,724477,939343,C1134191667539140874,2022-11-07,2022-11-07,2022-11-04,2022-11-04,939374,29970036501,939374T1667539302028,UPI
500,707869,713606,C3247811667541309394,2022-11-07,2022-11-07,2022-11-04,2022-11-04,713609,29970036501,713609T1667541406806,UPI
1000,2381393,2319418,C36932381667541545620,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2401183,29970036501,2401183T1667541706286,UPI
4000,1918477,2011651,C60972811667541635998,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2011677,29970036501,2011677T1667541786144,UPI
1000,2381393,2401170,C61227371667542024607,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2401192,29970036501,2401192T1667542154729,UPI
4146,1736176,1807388,C60741641667542636565,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1807390,29970036501,1807390T1667542741878,UPI
4000,1736358,1753885,C60683341667542724148,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1753897,29970036501,1753897T1667542805054,UPI
1000,2381393,2401206,C61227411667543140865,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2401277,29970036501,2401277T1667543248593,UPI
2000,1892996,1926477,C60889381667543966366,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2016545,29970036501,2016545T1667544112449,UPI
4000,1736358,1830354,C60777731667544621004,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1830365,29970036501,1830365T1667544713577,UPI
4000,1736358,1830354,C60777731667544740520,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1830365,29970036501,1830365T1667544826758,UPI
1000,1820262,1438143,C60009691667544751335,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1846835,29970036501,1846835T1667544918423,UPI
1000,2381393,2401347,C61227551667544779688,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2401383,29970036501,2401383T1667544908057,UPI
2000,1551754,1594913,C59925581667546990084,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1594953,29970036501,1594953T1667547388144,UPI
1000,2070676,2065535,C61016581667547200588,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2084935,29970036501,2084935T1667547344760,UPI
1000,2381393,2401447,C61227651667547199930,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2401556,29970036501,2401556T1667547417683,UPI
1000,2104010,2113398,C61060891667547516034,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2117706,29970036501,2117706T1667547606402,UPI
250,647765,665998,C4420241667548009967,2022-11-07,2022-11-07,2022-11-04,2022-11-04,666004,29970036501,666004T1667548111124,UPI
1000,1820262,1829280,C60774681667548157747,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1829419,29970036501,1829419T1667548274942,UPI
1000,2104010,2065582,C61016641667548183229,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2104770,29970036501,2104770T1667548277900,UPI
250,729592,738194,C33323471667548275413,2022-11-07,2022-11-07,2022-11-04,2022-11-04,738197,29970036501,738197T1667548391426,UPI
250,714932,715939,C387611667548381647,2022-11-07,2022-11-07,2022-11-04,2022-11-04,716026,29970036501,716026T1667548480627,UPI
250,647765,693727,C1376651667548600506,2022-11-07,2022-11-07,2022-11-04,2022-11-04,694246,29970036501,694246T1667548704270,UPI
4000,1736358,1906841,C60866851667548632073,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1906862,29970036501,1906862T1667548948697,UPI
2000,647505,687470,C847041667548800376,2022-11-07,2022-11-07,2022-11-04,2022-11-04,687478,29970036501,687478T1667548889762,UPI
1000,2381393,2400560,C61226281667549043108,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2401636,29970036501,2401636T1667549136861,UPI
500,647767,695894,C35529331667549208382,2022-11-07,2022-11-07,2022-11-04,2022-11-04,695964,29970036501,695964T1667549321506,UPI
2000,1736176,1859575,C60800981667550582763,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1859578,29970036501,1859578T1667550672745,UPI
1000,1962449,2003621,C60962601667550701706,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2009896,29970036501,2009896T1667550955997,UPI
1000,2381393,2401670,C61227981667550803602,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2401695,29970036501,2401695T1667550941677,UPI
1000,2070676,2065975,C61017401667551133177,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2092642,29970036501,2092642T1667551271181,UPI
2000,961873,1057633,C59396101667551148406,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1069142,29970036501,1069142T1667551242415,UPI
2000,1736176,1535584,C60311011667551310702,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1853986,29970036501,1853986T1667551495862,UPI
1000,1640456,1670724,C60570131667551913517,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1674496,29970036501,1674496T1667552008121,UPI
250,713642,715003,C1688511667552553173,2022-11-07,2022-11-07,2022-11-04,2022-11-04,715167,29970036501,715167T1667552653445,UPI
1000,1962449,1976897,C60937641667552557316,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1991466,29970036501,1991466T1667552742910,UPI
250,768662,715003,C1688511667552610299,2022-11-07,2022-11-07,2022-11-04,2022-11-04,938361,29970036501,938361T1667552765375,UPI
3500,707869,708539,C20106421667553520077,2022-11-07,2022-11-07,2022-11-04,2022-11-04,708749,29970036501,708749T1667553642801,UPI
1000,1640456,1722920,C60664271667553623096,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1726022,29970036501,1726022T1667553710518,UPI
500,647767,696016,C25345431667553746473,2022-11-07,2022-11-07,2022-11-04,2022-11-04,696021,29970036501,696021T1667553883747,UPI
1000,1886397,1855631,C60797851667554552334,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1917846,29970036501,1917846T1667554666012,UPI
250,728123,730597,C28573691667554614100,2022-11-07,2022-11-07,2022-11-04,2022-11-04,730604,29970036501,730604T1667554769996,UPI
250,935147,672964,C1451391667556467147,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1037910,29970036501,1037910T1667556553227,UPI
500,647767,672964,C1451391667556506455,2022-11-07,2022-11-07,2022-11-04,2022-11-04,672968,29970036501,672968T1667556586208,UPI
250,647765,672964,C1451391667556545047,2022-11-07,2022-11-07,2022-11-04,2022-11-04,692329,29970036501,692329T1667556625540,UPI
1000,2381393,2390873,C61220661667556635313,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2401978,29970036501,2401978T1667556747719,UPI
2000,2394731,2401972,C555791667556966647,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2401998,29970036501,2401998T1667557105888,UPI
1000,1710919,1784974,C60710301667560429756,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1784991,29970036501,1784991T1667560527912,UPI
2000,1967040,1854481,C60786681667561468140,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2041915,29970036501,2041915T1667561577331,UPI
4000,2236854,2402163,C61205781667562073409,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2402209,29970036501,2402209T1667562179341,UPI
1500,647769,918564,C58229531667563323207,2022-11-07,2022-11-07,2022-11-04,2022-11-04,918612,29970036501,918612T1667563468456,UPI
1000,1710919,1716248,C60653541667564034058,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1722507,29970036501,1722507T1667564135104,UPI
1000,2341212,2402246,C61095311667564683877,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2402346,29970036501,2402346T1667564872447,UPI
500,724477,991389,C44086401667565925560,2022-11-07,2022-11-07,2022-11-04,2022-11-04,991399,29970036501,991399T1667566159860,UPI
2000,2341409,1384448,C59913211667567662682,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2402596,29970036501,2402596T1667567782828,UPI
1000,2070676,1599659,C60421621667569785141,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2080315,29970036501,2080315T1667569892457,UPI
2000,1736176,1802555,C60736931667569808088,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1802583,29970036501,1802583T1667569932382,UPI
1000,1710919,1711678,C60647931667569861902,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1729650,29970036501,1729650T1667569975823,UPI
2000,2394731,2401564,C61227761667569886489,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2402665,29970036501,2402665T1667569972687,UPI
1000,1820262,1838895,C60784501667570286963,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1855313,29970036501,1855313T1667570387128,UPI
1000,1962449,1815699,C60756931667570625657,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1969474,29970036501,1969474T1667570718452,UPI
1000,2381393,2110860,C61056361667570702737,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2402694,29970036501,2402694T1667570810934,UPI
1500,728097,729408,C436021667570983703,2022-11-07,2022-11-07,2022-11-04,2022-11-04,729427,29970036501,729427T1667571135122,UPI
1000,2402465,2247537,C61101951667571076013,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2402730,29970036501,2402730T1667571194574,UPI
1000,2402465,2402738,C61229561667571492701,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2402749,29970036501,2402749T1667571663939,UPI
4000,1374195,1502001,C60234611667571591672,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1502129,29970036501,1502129T1667571749208,UPI
1000,2402465,2324638,C61174831667572040746,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2402773,29970036501,2402773T1667572154003,UPI
1000,1735955,1755709,C60686141667572058825,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1755843,29970036501,1755843T1667572157357,UPI
1000,2402465,2286269,C61137801667572284748,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2402789,29970036501,2402789T1667572402082,UPI
1000,1917974,1960425,C60917541667572879344,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1960437,29970036501,1960437T1667572972416,UPI
1000,2015860,2029843,C60989671667573427280,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2031195,29970036501,2031195T1667573536669,UPI
250,647765,681398,C26745081667574315851,2022-11-07,2022-11-07,2022-11-04,2022-11-04,693812,29970036501,693812T1667574505915,UPI
1000,1917974,1855966,C60799121667575362100,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1932750,29970036501,1932750T1667575490587,UPI
2000,2394731,2308675,C61160781667575364108,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2402905,29970036501,2402905T1667575467111,UPI
2000,2394731,2402945,C61229941667575823529,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2402949,29970036501,2402949T1667576154518,UPI
1000,1565622,1620928,C21451667575882620,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1620937,29970036501,1620937T1667576093478,UPI
1000,1640456,1684642,C60596401667576180785,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1684656,29970036501,1684656T1667576280978,UPI
1000,1776395,1809784,C60749481667577248128,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1809812,29970036501,1809812T1667577389775,UPI
2000,1426714,1189560,C813711667578935175,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1514212,29970036501,1514212T1667579086241,UPI
2000,961873,998118,C58641891667579171874,2022-11-07,2022-11-07,2022-11-04,2022-11-04,998122,29970036501,998122T1667579355938,UPI
2000,961873,997927,C58634361667579344845,2022-11-07,2022-11-07,2022-11-04,2022-11-04,998014,29970036501,998014T1667579479800,UPI
1000,2402465,2403086,C61230181667580096133,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2403097,29970036501,2403097T1667580191074,UPI
250,728097,730344,C865121667580620963,2022-11-07,2022-11-07,2022-11-04,2022-11-04,730347,29970036501,730347T1667580766278,UPI
4000,1918477,2003358,C60817841667582691533,2022-11-07,2022-11-07,2022-11-04,2022-11-04,2060836,29970036501,2060836T1667582795682,UPI
1000,1917974,1947062,C60905611667584555305,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1952867,29970036501,1952867T1667584647124,UPI
2000,961873,1017524,C59175781667585360928,2022-11-07,2022-11-07,2022-11-04,2022-11-04,1017528,29970036501,1017528T1667585453623,UPI
2000,961873,992275,C58593301667588291349,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1009582,29970036501,1009582T1667588399787,UPI
1000,2402465,2403278,C61230611667589674598,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2403283,29970036501,2403283T1667589773824,UPI
2000,1736176,1814469,C60753781667591581327,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1821136,29970036501,1821136T1667591715528,UPI
4000,1551546,1604906,C60443701667592782660,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1605111,29970036501,1605111T1667592878442,UPI
1000,2402465,2268735,C61123641667594973808,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2403405,29970036501,2403405T1667595093013,UPI
1000,2402465,1937261,C60898841667597955790,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2403438,29970036501,2403438T1667598078726,UPI
2000,2394731,1828693,C60773551667598429541,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2403448,29970036501,2403448T1667598531751,UPI
4000,2381939,2403456,C61230771667599764133,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2403458,29970036501,2403458T1667599865361,UPI
1000,2015860,2041853,C61001711667615445501,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2041866,29970036501,2041866T1667615604523,UPI
